client_id,Delinquent90
75000,0.017937681487736064
75001,0.2543421365691173
75002,0.017937681487736064
75003,0.017937681487736064
75004,0.017937681487736064
75005,0.017937681487736064
75006,0.017937681487736064
75007,0.017937681487736064
75008,0.017937681487736064
75009,0.08438287153652393
75010,0.2543421365691173
75011,0.017937681487736064
75012,0.017937681487736064
75013,0.017937681487736064
75014,0.26498422712933756
75015,0.26498422712933756
75016,0.09468192789846609
75017,0.017937681487736064
75018,0.017937681487736064
75019,0.08438287153652393
75020,0.017937681487736064
75021,0.08438287153652393
75022,0.09468192789846609
75023,0.017937681487736064
75024,0.09468192789846609
75025,0.08438287153652393
75026,0.017937681487736064
75027,0.017937681487736064
75028,0.017937681487736064
75029,0.017937681487736064
75030,0.017937681487736064
75031,0.017937681487736064
75032,0.09468192789846609
75033,0.08438287153652393
75034,0.017937681487736064
75035,0.017937681487736064
75036,0.017937681487736064
75037,0.017937681487736064
75038,0.017937681487736064
75039,0.09468192789846609
75040,0.017937681487736064
75041,0.017937681487736064
75042,0.017937681487736064
75043,0.017937681487736064
75044,0.017937681487736064
75045,0.017937681487736064
75046,0.017937681487736064
75047,0.017937681487736064
75048,0.2543421365691173
75049,0.13185378590078328
75050,0.017937681487736064
75051,0.017937681487736064
75052,0.2543421365691173
75053,0.017937681487736064
75054,0.017937681487736064
75055,0.017937681487736064
75056,0.08438287153652393
75057,0.2543421365691173
75058,0.08438287153652393
75059,0.08438287153652393
75060,0.09468192789846609
75061,0.017937681487736064
75062,0.09468192789846609
75063,0.017937681487736064
75064,0.017937681487736064
75065,0.017937681487736064
75066,0.017937681487736064
75067,0.017937681487736064
75068,0.09468192789846609
75069,0.017937681487736064
75070,0.017937681487736064
75071,0.017937681487736064
75072,0.017937681487736064
75073,0.08438287153652393
75074,0.2543421365691173
75075,0.017937681487736064
75076,0.017937681487736064
75077,0.2543421365691173
75078,0.09468192789846609
75079,0.017937681487736064
75080,0.017937681487736064
75081,0.09468192789846609
75082,0.017937681487736064
75083,0.017937681487736064
75084,0.017937681487736064
75085,0.017937681487736064
75086,0.017937681487736064
75087,0.017937681487736064
75088,0.017937681487736064
75089,0.017937681487736064
75090,0.017937681487736064
75091,0.017937681487736064
75092,0.08438287153652393
75093,0.017937681487736064
75094,0.017937681487736064
75095,0.08438287153652393
75096,0.017937681487736064
75097,0.017937681487736064
75098,0.017937681487736064
75099,0.017937681487736064
75100,0.09468192789846609
75101,0.017937681487736064
75102,0.017937681487736064
75103,0.017937681487736064
75104,0.2543421365691173
75105,0.2543421365691173
75106,0.09468192789846609
75107,0.017937681487736064
75108,0.017937681487736064
75109,0.017937681487736064
75110,0.017937681487736064
75111,0.08438287153652393
75112,0.017937681487736064
75113,0.017937681487736064
75114,0.017937681487736064
75115,0.017937681487736064
75116,0.017937681487736064
75117,0.017937681487736064
75118,0.017937681487736064
75119,0.3396778916544656
75120,0.017937681487736064
75121,0.2543421365691173
75122,0.017937681487736064
75123,0.09468192789846609
75124,0.017937681487736064
75125,0.017937681487736064
75126,0.017937681487736064
75127,0.017937681487736064
75128,0.09468192789846609
75129,0.08438287153652393
75130,0.09468192789846609
75131,0.08438287153652393
75132,0.3396778916544656
75133,0.017937681487736064
75134,0.505125284738041
75135,0.09468192789846609
75136,0.09468192789846609
75137,0.017937681487736064
75138,0.017937681487736064
75139,0.09468192789846609
75140,0.017937681487736064
75141,0.017937681487736064
75142,0.017937681487736064
75143,0.017937681487736064
75144,0.08438287153652393
75145,0.2543421365691173
75146,0.09468192789846609
75147,0.017937681487736064
75148,0.09468192789846609
75149,0.09468192789846609
75150,0.2543421365691173
75151,0.017937681487736064
75152,0.2543421365691173
75153,0.017937681487736064
75154,0.017937681487736064
75155,0.017937681487736064
75156,0.017937681487736064
75157,0.017937681487736064
75158,0.017937681487736064
75159,0.017937681487736064
75160,0.09468192789846609
75161,0.017937681487736064
75162,0.09468192789846609
75163,0.017937681487736064
75164,0.017937681487736064
75165,0.017937681487736064
75166,0.017937681487736064
75167,0.09468192789846609
75168,0.017937681487736064
75169,0.017937681487736064
75170,0.2543421365691173
75171,0.017937681487736064
75172,0.08438287153652393
75173,0.017937681487736064
75174,0.017937681487736064
75175,0.017937681487736064
75176,0.09468192789846609
75177,0.017937681487736064
75178,0.09468192789846609
75179,0.017937681487736064
75180,0.017937681487736064
75181,0.08438287153652393
75182,0.017937681487736064
75183,0.017937681487736064
75184,0.3396778916544656
75185,0.09468192789846609
75186,0.017937681487736064
75187,0.017937681487736064
75188,0.017937681487736064
75189,0.017937681487736064
75190,0.09468192789846609
75191,0.017937681487736064
75192,0.017937681487736064
75193,0.017937681487736064
75194,0.505125284738041
75195,0.017937681487736064
75196,0.2543421365691173
75197,0.017937681487736064
75198,0.09468192789846609
75199,0.017937681487736064
75200,0.017937681487736064
75201,0.2543421365691173
75202,0.2543421365691173
75203,0.017937681487736064
75204,0.08438287153652393
75205,0.017937681487736064
75206,0.017937681487736064
75207,0.3396778916544656
75208,0.017937681487736064
75209,0.017937681487736064
75210,0.017937681487736064
75211,0.09468192789846609
75212,0.09468192789846609
75213,0.017937681487736064
75214,0.017937681487736064
75215,0.017937681487736064
75216,0.017937681487736064
75217,0.08438287153652393
75218,0.017937681487736064
75219,0.08438287153652393
75220,0.017937681487736064
75221,0.017937681487736064
75222,0.017937681487736064
75223,0.017937681487736064
75224,0.017937681487736064
75225,0.017937681487736064
75226,0.017937681487736064
75227,0.017937681487736064
75228,0.09468192789846609
75229,0.017937681487736064
75230,0.08438287153652393
75231,0.017937681487736064
75232,0.09468192789846609
75233,0.017937681487736064
75234,0.13185378590078328
75235,0.017937681487736064
75236,0.08438287153652393
75237,0.08438287153652393
75238,0.017937681487736064
75239,0.017937681487736064
75240,0.017937681487736064
75241,0.09468192789846609
75242,0.2543421365691173
75243,0.017937681487736064
75244,0.017937681487736064
75245,0.08438287153652393
75246,0.017937681487736064
75247,0.017937681487736064
75248,0.08438287153652393
75249,0.017937681487736064
75250,0.09468192789846609
75251,0.017937681487736064
75252,0.09468192789846609
75253,0.017937681487736064
75254,0.017937681487736064
75255,0.017937681487736064
75256,0.017937681487736064
75257,0.09468192789846609
75258,0.017937681487736064
75259,0.2543421365691173
75260,0.09468192789846609
75261,0.09468192789846609
75262,0.017937681487736064
75263,0.017937681487736064
75264,0.017937681487736064
75265,0.017937681487736064
75266,0.017937681487736064
75267,0.017937681487736064
75268,0.017937681487736064
75269,0.017937681487736064
75270,0.017937681487736064
75271,0.017937681487736064
75272,0.2543421365691173
75273,0.017937681487736064
75274,0.09468192789846609
75275,0.08438287153652393
75276,0.09468192789846609
75277,0.017937681487736064
75278,0.017937681487736064
75279,0.017937681487736064
75280,0.017937681487736064
75281,0.09468192789846609
75282,0.017937681487736064
75283,0.017937681487736064
75284,0.017937681487736064
75285,0.017937681487736064
75286,0.017937681487736064
75287,0.13185378590078328
75288,0.08438287153652393
75289,0.017937681487736064
75290,0.017937681487736064
75291,0.017937681487736064
75292,0.017937681487736064
75293,0.13185378590078328
75294,0.017937681487736064
75295,0.09468192789846609
75296,0.017937681487736064
75297,0.017937681487736064
75298,0.017937681487736064
75299,0.017937681487736064
75300,0.09468192789846609
75301,0.2543421365691173
75302,0.017937681487736064
75303,0.017937681487736064
75304,0.2543421365691173
75305,0.017937681487736064
75306,0.017937681487736064
75307,0.017937681487736064
75308,0.017937681487736064
